CUST_ID,BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10052,0.30244497717149477,1.0,0.0158501027323745,0.01134888888888889,0.3247457487322187,0.375,0.25,0.5833333333333333,0.3008130081300813,0.02593659942363112,0.3969849246231156,0.15995780897051431,0.023748719498815022,0.0,0.33333333333333326
C19033,1.6881868731491074e-05,0.2,0.0,0.0,0.012503574991354474,0.0,0.0,0.06666666666666667,0.008130081300813009,0.0,0.035175879396984924,0.022576257615979943,0.0009242942895439233,1.0,0.6666666666666665
C12834,0.40916871140354416,1.0,0.009065472722254591,0.0,0.09816231708450951,0.583333,0.0,0.16666666666666666,0.05691056910569106,0.020172910662824207,0.2462311557788945,0.025694430301850698,0.08848395000866095,0.0,1.0
C17947,0.006555953454268326,0.909091,0.0,0.002788,0.0,0.0,0.181818,0.0,0.0,0.008645533141210374,0.16247906197654943,0.0106489493449231,0.0034260359925137756,0.272727,0.8333333333333333
C13823,0.0021803654998760573,1.0,0.0,0.020362222222222223,0.0,0.0,0.909091,0.0,0.0,0.06340057636887608,0.028475711892797323,0.007928990643778364,0.0037288312706294357,0.666667,0.8333333333333333
C15152,0.19715431050842616,1.0,0.0,0.0,0.08841573685510631,0.0,0.0,0.11111133333333334,0.024390243902439025,0.0,0.1289782244556114,0.04401817478707113,0.017556943925096373,0.0,1.0
C10522,0.07359401162445799,1.0,0.007514735195804839,0.05069777777777778,0.0019000869174724887,0.166667,0.916667,0.05555533333333333,0.008130081300813009,0.0547550432276657,0.07537688442211056,0.012671627098092029,0.010725806371154141,0.0,1.0
C11786,0.028656737119511562,1.0,0.04340789352632708,0.09921511111111113,0.0,0.583333,1.0,0.0,0.0,0.3141210374639769,0.5309882747068677,0.04454210830083263,0.004295596394769965,0.181818,1.0
C16279,0.007490039958413088,1.0,0.0014464718329295593,0.04417777777777778,0.0,0.083333,0.75,0.0,0.0,0.04899135446685879,0.09547738693467338,0.02879279353158097,0.004501497927973722,1.0,1.0
C15457,0.0008458875609964661,0.909091,0.014719862614615596,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.14572864321608042,0.01198067733325061,0.002166906570422393,0.0,1.0
C13217,0.23159620860350216,1.0,0.0,0.0,0.12698701382133762,0.0,0.0,0.22222199999999998,0.0975609756097561,0.0,0.19597989949748745,0.0173767228719314,0.02089366608232397,0.0,1.0
C12655,0.0053850183005689535,0.818182,0.019723389248367015,0.0,0.0,0.5,0.0,0.0,0.0,0.023054755043227664,0.028475711892797323,0.022364881128350344,0.00322700572873779,0.666667,1.0
C17516,0.0701709084592525,1.0,0.016882455763746203,0.03044977777777778,0.04192637380654168,1.0,0.833333,0.11111133333333334,0.032520325203252036,0.08645533141210374,0.1289782244556114,0.03361815538590352,0.008797259349185894,0.0,1.0
C18312,0.00030791211905962504,0.181818,0.0,0.0044466666666666665,0.0,0.0,0.25,0.0,0.0,0.008645533141210374,0.1289782244556114,0.007102065735011264,0.002939480827033795,0.333333,1.0
C14267,0.029364655328768946,1.0,0.016087337851513384,0.005539555555555556,0.005496216432658785,0.416667,0.083333,0.05555533333333333,0.008130081300813009,0.034582132564841495,0.04522613065326633,0.03632057715908252,0.005113132087966813,0.111111,1.0
C10254,0.0004943923185494805,0.363636,0.0,0.005911111111111112,0.0,0.0,0.166667,0.0,0.0,0.008645533141210374,0.09547738693467338,0.0025750966128684607,0.0009715666593102414,0.181818,1.0
C10155,0.055601342033034656,1.0,0.001962648348615413,0.04263111111111111,0.003924902695289043,0.083333,0.833333,0.05555533333333333,0.008130081300813009,0.03170028818443804,0.4472361809045226,0.0365769154232401,0.010982470296017389,0.083333,1.0
C11828,0.07598533562563144,1.0,0.0016927842006807935,0.009381777777777779,0.0,0.083333,0.916667,0.0,0.0,0.034582132564841495,0.04522613065326633,0.031060944192386093,0.15065737479701627,0.0,1.0
C10191,0.010335716263758123,0.818182,0.0,0.08929111111111111,0.0,0.0,0.75,0.0,0.0,0.06340057636887608,0.035175879396984924,0.05151191021870777,0.004635739256240247,0.142857,1.0
C11452,0.013961215529262182,1.0,0.02625336563525407,0.08802311111111112,0.0,0.666667,0.916667,0.0,0.0,0.13256484149855907,0.2629815745393635,0.051216313540401154,0.00395506722833163,0.363636,1.0
C11567,0.16967678980094883,1.0,0.0360403569566684,0.0,0.0603472192243314,0.333333,0.0,0.11111133333333334,0.016260162601626018,0.08357348703170028,0.09547738693467338,0.01165447019371241,0.028064407974348605,0.0,1.0
C11122,0.24818167599635796,1.0,0.00595884571743997,0.06731333333333334,0.0007490780313604626,0.25,1.0,0.05555533333333333,0.008130081300813009,0.19596541786743515,0.14572864321608042,0.033944297957140816,0.02606870548842805,0.0,1.0
C15338,0.029348281099180112,0.727273,0.009051734183814284,0.017777777777777778,0.0991442544513382,0.083333,0.166667,0.22222199999999998,0.07317073170731708,0.008645533141210374,0.16247906197654943,0.048601728472792836,0.003787955213148582,0.363636,1.0
C16874,0.07625019335841242,1.0,0.0,0.07466666666666667,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.14572864321608042,0.021788458514829995,0.008488519600463368,0.0,1.0
C18813,0.028217393687602017,0.833333,0.0,0.02886666666666667,0.03021934817193574,0.0,0.833333,0.44444466666666665,0.04878048780487805,0.017291066282420747,0.028475711892797323,0.012324491114804022,0.0020624098567528994,0.25,0.0
C18036,0.0005327346826351488,0.454545,0.0,0.0024764444444444443,0.0,0.0,0.416667,0.0,0.0,0.01440922190201729,0.04522613065326633,0.003072654596748371,0.003279706166538306,0.333333,1.0
C12520,0.2931504937391709,1.0,0.021657333864883926,0.026109333333333335,0.18892967142577533,0.416667,1.0,0.44444466666666665,0.2682926829268293,0.08357348703170028,0.22948073701842547,0.09385919045802922,0.03268793553190273,0.0,1.0
C13991,0.04412343162649817,1.0,0.004415958784384679,0.02464,0.0,0.083333,0.5,0.0,0.0,0.023054755043227664,0.028475711892797323,0.005628338035262066,0.006616182297138207,0.0,1.0
C10574,0.7082243757037479,1.0,1.0,0.3679253333333333,0.021248363578605718,1.0,0.916667,0.05555533333333333,0.008130081300813009,0.2910662824207493,0.7487437185929648,0.9252607599605501,0.06976502246169733,0.25,1.0
C15186,0.0730333155743453,1.0,0.024587567849366738,0.03833644444444445,0.0,0.666667,0.75,0.0,0.0,0.14697406340057637,0.09547738693467338,0.031897428896488014,0.006003161915030591,0.0,1.0
C16039,0.0007779063571376297,0.363636,0.0,0.001408,0.0,0.0,0.083333,0.0,0.0,0.002881844380403458,0.1289782244556114,0.004143050204358218,0.0032943606084378184,0.0,1.0
C10018,0.002520071640474344,0.454545,0.0,0.02306666666666667,0.0,0.0,0.333333,0.0,0.0,0.023054755043227664,0.07872696817420437,0.005019385182271215,0.0017167455178251259,0.25,1.0
C11672,0.46680185724045936,1.0,0.09096359900640927,0.0,0.0,0.666667,0.0,0.0,0.0,0.1642651296829971,0.3969849246231156,0.09089759402888252,0.10419051879975286,0.0,1.0
C17638,0.0,0.0,0.0013247876353154036,0.005629333333333333,0.0,0.083333,0.5,0.0,0.0,0.020172910662824207,0.08542713567839197,0.0043625922457643206,0.0034788038249082436,0.0,1.0
C14152,0.15488763819723583,1.0,0.0,0.0,0.11011246270703808,0.0,0.0,0.060606,0.016260162601626018,0.0,0.09547738693467338,0.013480873639812256,0.017610379627830006,0.0,0.8333333333333333
C11659,0.001393947892041033,0.818182,0.0,0.011666666666666667,0.0,0.0,0.666667,0.0,0.0,0.040345821325648415,0.11222780569514239,0.005947721853062146,0.0038578943342140073,1.0,1.0
C16187,0.059465802995258006,1.0,0.0,0.0,0.0007456716579817,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.07872696817420437,0.009502482342227777,0.007062185199466059,0.0,1.0
C11716,0.11746449807992408,1.0,0.0009567910699500138,0.0,0.0035277336673703195,0.083333,0.0,0.05555533333333333,0.008130081300813009,0.002881844380403458,0.06030150753768845,0.01070392878983025,0.019114939142803523,0.0,1.0
C14612,0.048645961149352795,1.0,0.004906620871538532,0.010369333333333335,0.029193392181998852,0.142857,0.857143,0.28571399999999997,0.04065040650406505,0.023054755043227664,0.028475711892797323,0.007157996630798851,0.010097842475242634,0.0,0.16666666666666652
C18855,0.0008244146767203587,0.454545,0.0,0.0025115555555555555,0.0,0.0,0.25,0.0,0.0,0.008645533141210374,0.028475711892797323,0.003754457448501561,0.003595330180374316,0.166667,1.0
C11650,0.07438337847035668,1.0,0.0,0.017664,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.06197654941373535,0.03427443023819326,0.006647339735127016,0.0,1.0
C12596,0.3137533024948329,1.0,0.07839749762335552,0.05258755555555556,0.0,0.333333,0.75,0.0,0.0,0.0547550432276657,0.32998324958123953,0.0441873297571477,0.03096427168806944,0.0,1.0
C12316,0.05535096339277496,1.0,0.0,0.0,0.14984961693892193,0.0,0.0,0.18181799999999998,0.04065040650406505,0.0,0.05527638190954774,0.07163787129824982,0.013545642863383545,0.181818,0.8333333333333333
C19100,0.0007840864665793421,0.625,0.0,0.004209333333333333,0.0,0.0,0.75,0.0,0.0,0.020172910662824207,0.04522613065326633,0.0028398551157830334,0.0018300593820075148,0.0,0.33333333333333326
C16628,0.18340330554529832,1.0,0.0051028857064000736,0.051555555555555556,0.05467488851805524,0.083333,1.0,0.38888866666666666,0.11382113821138212,0.06340057636887608,0.2629815745393635,0.03313681222748845,0.018556243424631223,0.0,1.0
C13999,0.07471432950702195,0.818182,0.0,0.0,0.17007568995452102,0.0,0.0,0.242424,0.0975609756097561,0.0,0.07872696817420437,0.06586972061299746,0.009038065699072971,0.0,0.8333333333333333
C10174,0.06918934227044811,1.0,0.0,0.041093333333333336,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.028475711892797323,0.023712078242342637,0.040981406544954094,0.0,1.0
C16890,0.10404642349839942,1.0,0.005374467171639731,0.0,0.047107547925166846,0.333333,0.0,0.38888866666666666,0.15447154471544716,0.017291066282420747,0.05527638190954774,0.024673885957108177,0.022896868509833086,0.0,1.0
C18755,0.0008050121530264304,0.545455,0.0,0.0047546666666666675,0.0,0.0,0.5,0.0,0.0,0.017291066282420747,0.07872696817420437,0.0054265840382945775,0.0033403682915547233,0.5,1.0
C12257,0.3416265173343634,1.0,0.0,0.0,0.10448971488858866,0.0,0.0,0.11111133333333334,0.024390243902439025,0.0,0.19597989949748745,0.03448165075509732,0.03030272020785687,0.0,1.0
C14476,0.0017535034774921884,1.0,0.0,0.016330666666666667,0.0,0.0,0.833333,0.0,0.0,0.037463976945244955,0.18592964824120606,0.007115835008970447,0.0035446725048538484,0.8,1.0
C16244,0.03831476021831918,0.857143,0.0,0.0,0.06705059456218106,0.0,0.0,0.3809526666666666,0.06504065040650407,0.0,0.035175879396984924,0.01777283323127165,0.003980214583921271,0.0,0.16666666666666652
C12741,0.08417635243980576,1.0,0.03699567604035695,0.06654488888888889,0.011996029126662653,0.833333,1.0,0.11111133333333334,0.016260162601626018,0.17579250720461093,0.09547738693467338,0.06826271285138534,0.009501836729839942,0.0,1.0
C10818,0.10935356509704597,0.909091,0.0,0.0,0.6105109124987609,0.0,0.0,0.27777799999999997,0.0894308943089431,0.0,0.32998324958123953,0.3139357559198955,0.012141255454434997,0.0,1.0
C12966,0.001976602692962174,0.636364,0.001801956515072526,0.0,0.0,0.166667,0.0,0.0,0.0,0.005763688760806916,0.1289782244556114,0.0004960928453414222,0.0038307516013355424,0.0,1.0
C18095,0.02851924559990495,1.0,0.01226655217884633,0.0,0.0,0.111111,0.0,0.0,0.0,0.002881844380403458,0.028475711892797323,0.002165126130490991,0.008389314734707264,0.0,0.5
C13154,0.07408125197783848,1.0,0.0,0.006355555555555556,0.05171154947478446,0.0,0.083333,0.11111133333333334,0.016260162601626018,0.005763688760806916,0.09547738693467338,0.007851842249433772,0.005534617221724547,0.0,1.0
C10509,0.020082686424870995,1.0,0.07128608666319114,0.06219288888888889,0.0,0.916667,0.916667,0.0,0.0,0.1095100864553314,0.3132328308207705,0.07945471524159305,0.004633296043868531,0.666667,1.0
C12774,0.2857663133774429,1.0,0.018747217025974424,0.04400133333333334,0.04751484779325331,0.5,1.0,0.22222199999999998,0.0813008130081301,0.09221902017291066,0.3132328308207705,0.020548385752099975,0.02487565694659445,0.0,1.0
C12219,0.2590552885233489,1.0,0.03919580483915484,0.04075866666666667,0.1311351633474389,1.0,0.833333,0.22222199999999998,0.0894308943089431,0.15273775216138327,0.17922948073701844,0.019024194504551256,0.03932898319701697,0.0,0.0
C15124,0.13087493857095656,1.0,0.0002215339323499647,0.013066666666666667,0.0,0.083333,1.0,0.0,0.0,0.037463976945244955,0.09547738693467338,0.0298250465441435,0.014431055093426376,0.0,1.0
C12025,0.0659817505353494,1.0,0.0007850593394461651,0.0,0.070784662651228,0.083333,0.0,0.44444466666666665,0.1869918699186992,0.002881844380403458,0.2964824120603015,0.044693162696178686,0.009036411751758034,0.0,1.0
C17006,0.018406717481997,1.0,0.04923303382501763,0.03578044444444444,0.0,0.916667,0.583333,0.0,0.0,0.14697406340057637,0.021775544388609718,0.049321908652475974,0.004442376284330388,1.0,1.0
C17013,0.03674457144810107,1.0,0.019996197368824558,0.005866666666666667,0.019356794136338968,0.583333,0.416667,0.22222199999999998,0.04065040650406505,0.04899135446685879,0.09547738693467338,0.03262102664183597,0.004880299717243856,0.0,1.0
C12527,0.09123996392677122,1.0,0.09754313226409886,0.006222222222222223,0.0,0.666667,0.25,0.0,0.0,0.0893371757925072,0.16247906197654943,0.07733201839071766,0.011134257653170112,0.083333,1.0
C13691,0.0001146548726174267,0.454545,5.887945045846238e-06,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.09547738693467338,0.0029648404785928167,0.0012497333536584888,0.0,1.0
C19182,0.36599299624190945,0.833333,0.0,0.009535555555555556,0.32568834246939204,0.0,0.666667,0.44444466666666665,0.10569105691056911,0.01440922190201729,0.2964824120603015,0.019049184842294405,0.02021909935249738,0.0,0.0
C18925,0.17776778882444724,1.0,0.0,0.0,0.11500748600619078,0.0,0.0,0.18181799999999998,0.04065040650406505,0.0,0.09547738693467338,0.004550226486120653,0.3264419314928183,0.0,0.8333333333333333
C11984,0.0501563629449369,1.0,0.004637492716734644,0.012855555555555556,0.03599521711997449,0.181818,0.363636,0.060606,0.008130081300813009,0.020172910662824207,0.07537688442211056,0.012525557868463728,0.006086924270184141,0.0,0.8333333333333333
C14631,0.39352908214325955,1.0,0.0,0.0,0.13629882727325185,0.0,0.0,0.16666666666666666,0.07317073170731708,0.0,0.2462311557788945,0.03463143951316805,0.05400020613930265,0.0,1.0
C13188,0.023327472647506637,0.909091,0.029837406850869393,0.0,0.005522092665698349,0.166667,0.0,0.05555533333333333,0.008130081300813009,0.02593659942363112,0.09547738693467338,0.03166192089852161,0.003177502862986098,0.111111,1.0
C14867,0.06109966229914748,1.0,0.0,0.0,0.05323428817778465,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.2629815745393635,0.046709354302291055,0.005301436477484434,0.0,1.0
C10794,0.0034787275234022213,0.818182,0.0063786071330000915,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.17922948073701844,0.005500136895049987,0.0021593705974741733,0.0,1.0
C11798,0.06952347057493813,1.0,0.0688644239320433,0.055844000000000005,0.01491245290556327,0.75,1.0,0.05555533333333333,0.008130081300813009,0.12680115273775217,0.04857621440536014,0.09732576117624016,0.006662162088792457,0.083333,1.0
C13982,0.003966758927847363,1.0,0.008922935385936397,0.0,0.0,1.0,0.0,0.0,0.0,0.034582132564841495,0.19597989949748745,0.006764481029957007,0.004010868849602288,0.083333,1.0
C10365,0.002242756785361176,0.090909,0.026944953847097424,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.15577889447236182,0.0,0.004834589238109031,0.0,1.0
C14998,0.0019081115807027024,1.0,0.002698641479346193,0.0,0.0,0.083333,0.0,0.0,0.0,0.002881844380403458,0.2629815745393635,0.0044989239250040735,0.001715417588632971,0.0,1.0
C13809,0.004417427122358405,1.0,0.005461069030022386,0.0,0.0,0.333333,0.0,0.0,0.0,0.011527377521613832,0.2462311557788945,0.0076941427014290695,0.0034630285637608873,0.0,1.0
C18794,0.000198057401708509,0.545455,0.0,0.008453333333333334,0.0,0.0,0.583333,0.0,0.0,0.023054755043227664,0.04522613065326633,0.005834551838706319,0.001617540049982499,0.0,1.0
C17634,0.0023347732337403028,0.727273,0.0,0.035552,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.07872696817420437,0.010920971338090613,0.002016706282064815,0.333333,1.0
C18466,0.003443026146283085,1.0,0.002747707688061578,0.019693333333333337,0.0,0.083333,0.916667,0.0,0.0,0.11239193083573486,0.08542713567839197,0.010406184835994908,0.003872985656349431,0.583333,1.0
C15355,0.004462892625903607,1.0,0.0,0.0,0.036273409494572445,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.07872696817420437,0.018640326649942043,0.0013315501092219157,0.090909,1.0
C16252,0.032388761610263626,1.0,0.016627066147382623,0.00848888888888889,0.0,0.6,0.6,0.0,0.0,0.06340057636887608,0.01507537688442211,0.019983663545600217,0.004071808739807356,0.0,0.6666666666666665
C11119,0.005262098299747727,1.0,0.007090803152503909,0.02857555555555556,0.0,1.0,0.75,0.0,0.0,0.06628242074927954,0.2462311557788945,0.017259429141427224,0.004377033530871527,0.416667,1.0
C14416,0.348758377797629,0.909091,0.004350946057836793,0.0,0.0,0.090909,0.0,0.0,0.0,0.002881844380403458,0.2629815745393635,0.03501049236664123,0.04044892425084229,0.0,0.8333333333333333
C12587,0.06839718362392433,1.0,0.0007359931307307798,0.0,0.05651863663664552,0.083333,0.0,0.27777799999999997,0.0894308943089431,0.002881844380403458,0.04522613065326633,0.03627474192623849,0.013391997099716132,0.083333,1.0
C13490,0.16196497476976116,0.9,0.0,0.05190488888888889,0.13183656730260815,0.0,0.7,0.39999999999999997,0.12195121951219513,0.037463976945244955,0.2629815745393635,0.010609566742765702,0.015047327423033139,0.0,0.6666666666666665
C13159,0.0,0.0,0.0,0.0028133333333333335,0.0,0.0,0.25,0.0,0.0,0.008645533141210374,0.08542713567839197,0.0,0.002230961734486082,0.0,1.0
C13829,0.04814256337251723,1.0,0.0,0.0,0.015150837333655343,0.0,0.0,0.05555533333333333,0.016260162601626018,0.0,0.11222780569514239,0.004401291705440375,0.006552312724290142,0.0,1.0
C10471,0.5888461534934989,1.0,0.0,0.01059288888888889,0.183074136525148,0.0,0.833333,0.6666666666666666,0.06504065040650407,0.01440922190201729,0.4974874371859297,0.023550390936358453,0.02829583218980516,0.0,0.0
C11628,0.3560478517203053,1.0,0.04020902204912754,0.0038124444444444447,0.07149417271750635,0.75,0.666667,0.05555533333333333,0.008130081300813009,0.08357348703170028,0.2462311557788945,0.026653432933038727,0.033297367744194756,0.0,1.0
C15800,0.023256710130674454,1.0,0.0,0.0017777777777777779,0.0,0.0,0.166667,0.0,0.0,0.008645533141210374,0.09212730318257958,0.004431852956754694,0.004984836872361304,0.0,1.0
C15837,0.0015568281765544652,1.0,0.0,0.017829333333333336,0.0,0.0,0.833333,0.0,0.0,0.03170028818443804,0.07872696817420437,0.008264130290214762,0.0038658739198201585,1.0,1.0
C12845,0.016429703133371484,0.454545,0.0031647704621423534,0.0,0.0950480162495777,0.083333,0.0,0.16666666666666666,0.024390243902439025,0.002881844380403458,0.3969849246231156,0.038924210496512575,0.0017103423042042216,0.090909,1.0
C10709,0.1659374653526089,1.0,0.00799828268269496,0.021866666666666666,0.10499215029861153,0.083333,1.0,0.05555533333333333,0.024390243902439025,0.040345821325648415,0.09547738693467338,0.07995312619737231,0.02351910304423155,0.083333,1.0
C16178,0.13101688311069024,1.0,0.01244613450274464,0.05949822222222223,0.007149945668666284,0.333333,1.0,0.05555533333333333,0.008130081300813009,0.09510086455331411,0.14572864321608042,0.021339268655016716,0.012244572375654699,0.0,1.0
C17976,0.02162467862208877,1.0,0.004509429911987488,0.004355555555555556,0.0,0.416667,0.583333,0.0,0.0,0.04322766570605187,0.04857621440536014,0.016468399614249767,0.0041096158637451774,0.083333,1.0
C17951,0.021021980876073723,1.0,0.0004906620871538533,0.0,0.005636930629230315,0.083333,0.0,0.16666666666666666,0.024390243902439025,0.002881844380403458,0.01172529313232831,0.01001271740014821,0.004649878937621244,0.0,1.0
C18010,0.05965107404823372,1.0,0.0,0.0,0.030590523678939486,0.0,0.0,0.11111133333333334,0.016260162601626018,0.0,0.035175879396984924,0.014816375827696219,0.005408113885982685,0.0,1.0
C17297,0.16351828798837134,1.0,0.0,0.0,0.10294772662233953,0.0,0.0,0.11111133333333334,0.016260162601626018,0.0,0.09547738693467338,0.011690476652495124,0.018947709556543242,0.0,1.0
C15599,0.29671073693432176,0.909091,0.02798981876169156,0.006333333333333334,0.2402987427787771,0.818182,0.090909,0.6666666666666666,0.1951219512195122,0.09798270893371758,0.14572864321608042,0.10233723032425131,0.16011019933034285,0.0,0.8333333333333333
C14565,0.0038295708141654504,1.0,0.017394216320647672,0.0,0.0,1.0,0.0,0.0,0.0,0.034582132564841495,0.06197654941373535,0.014130538314761147,0.003997300368486777,0.916667,1.0
C17100,0.01913460252420911,0.363636,0.0,0.03041066666666667,0.0,0.0,1.0,0.0,0.0,0.10662824207492795,0.028475711892797323,0.04247775479490629,0.011918415100512272,0.0,1.0
C11057,0.027317517290097508,1.0,0.004006010610567635,0.006392,0.0,0.25,0.666667,0.0,0.0,0.034582132564841495,0.04522613065326633,0.009223785879435684,0.004019553275223925,0.0,1.0
C11800,0.2325017119021523,1.0,0.039440154558557455,0.04658,0.2384542742590981,0.333333,1.0,0.3333333333333333,0.0894308943089431,0.31988472622478387,0.2730318257956449,0.12170711215571989,0.027972244917072845,0.083333,1.0
C12472,0.2813813898183945,1.0,0.003449354472691588,0.0,0.03631447395549046,0.083333,0.0,0.16666666666666666,0.024390243902439025,0.005763688760806916,0.17922948073701844,0.02269655445266142,0.034931447939786905,0.0,1.0
C17101,0.20058040087576798,1.0,0.020804072495323376,0.0,0.0,0.166667,0.0,0.0,0.0,0.008645533141210374,0.14572864321608042,0.022546982269487,0.026619430065844118,0.0,1.0
C18546,0.015594096660300837,1.0,0.0,0.09709866666666667,0.0,0.0,1.0,0.0,0.0,0.11815561959654178,0.1289782244556114,0.037248464848524884,0.004418847454601848,0.5,1.0
C18294,0.1265943104765339,1.0,0.0,0.0,0.057009495607740185,0.0,0.0,0.11111133333333334,0.032520325203252036,0.0,0.09547738693467338,0.010723313278115454,0.015188750345504116,0.0,1.0
C15740,0.06120787542301154,1.0,0.003736146462633015,0.035555555555555556,0.010466811305902053,0.083333,1.0,0.05555533333333333,0.016260162601626018,0.04899135446685879,0.035175879396984924,0.025102847997622125,0.013627069678001872,0.0,1.0
C16500,0.018750221808467665,1.0,0.010570824005642614,0.030885333333333334,0.0,0.333333,1.0,0.0,0.0,0.04899135446685879,0.09547738693467338,0.03673241856466084,0.004795335190788222,0.083333,1.0
C18405,0.06263977266818908,1.0,0.0,0.013333333333333334,0.0,0.0,0.833333,0.0,0.0,0.02881844380403458,0.028475711892797323,0.010184960312249039,0.026450170243831173,0.0,1.0
C11656,0.04325283307275454,1.0,0.040965377656475205,0.010337777777777777,0.0,1.0,0.833333,0.0,0.0,0.08357348703170028,0.02512562814070352,0.0382867321370863,0.014501896476332104,0.0,1.0
C17693,0.08896712696162594,1.0,0.03519102088380509,0.059084888888888895,0.0,0.714286,0.857143,0.0,0.0,0.28242074927953886,0.06197654941373535,0.006780536356931971,0.03142530752577868,0.0,0.16666666666666652
C12121,0.07743969821812803,1.0,0.006305007819927014,0.0032400000000000003,0.0,0.166667,0.166667,0.0,0.0,0.017291066282420747,0.05527638190954774,0.01785956298972089,0.006367550808566868,0.0,1.0
C12769,0.1374490958900564,0.909091,0.0,0.056,0.11392348028382002,0.0,0.25,0.11111133333333334,0.016260162601626018,0.011527377521613832,0.19597989949748745,0.09033980499895221,0.015353341479154091,0.111111,1.0
C13212,0.037240367026718686,1.0,0.005322456990401422,0.014761333333333335,0.0025666790241745765,0.333333,1.0,0.05555533333333333,0.008130081300813009,0.09510086455331411,0.14572864321608042,0.00928805558891683,0.0048542350398315505,0.0,1.0
C10445,0.5303352576283215,1.0,0.0,0.0,0.19434743011181432,0.0,0.0,0.27777799999999997,0.11382113821138212,0.0,0.32998324958123953,0.04046674805292997,0.04424642047888949,0.0,1.0
C11996,0.10205328245329848,1.0,0.0,0.0,0.0808460793222759,0.0,0.0,0.22222199999999998,0.07317073170731708,0.0,0.07872696817420437,0.030884017249293634,0.00917428530380723,0.0,1.0
C13510,0.25431642996287146,1.0,0.004906620871538532,0.01428088888888889,0.07819218003179221,0.083333,0.666667,0.27777799999999997,0.06504065040650407,0.02593659942363112,0.16247906197654943,0.022616615919097204,0.025101231320679086,0.0,1.0
C18118,0.12827943900324254,1.0,0.0,0.007965777777777778,0.10212954125001426,0.0,0.416667,0.16666666666666666,0.11382113821138212,0.01440922190201729,0.19597989949748745,0.022713803179276734,0.030066505135208484,0.090909,1.0
C19035,0.09065317282053909,0.8,0.006010855898678278,0.0,0.16664418659206054,0.1,0.0,0.39999999999999997,0.1788617886178862,0.002881844380403458,0.07872696817420437,0.06247410690869038,0.022674252272844097,0.0,0.6666666666666665
C10954,0.11616823646931548,1.0,0.016633444754515624,0.0,0.0,1.0,0.0,0.0,0.0,0.034582132564841495,0.06197654941373535,0.019569014000540067,0.02607100478648236,0.0,1.0
C17356,0.2704076394140487,1.0,0.002759728909196847,0.017480000000000002,0.06096688883372066,0.166667,0.75,0.27777799999999997,0.04065040650406505,0.034582132564841495,0.16247906197654943,0.023872233653065622,0.027928230758069366,0.0,1.0
C17522,0.0987136183093056,1.0,0.0,0.0,0.005185233360249106,0.0,0.0,0.05555533333333333,0.016260162601626018,0.0,0.05192629815745394,0.005473476771756622,0.016546807618816276,0.0,1.0
C10789,0.0014275874949595257,0.636364,0.0,0.035402666666666666,0.0,0.0,1.0,0.0,0.0,0.037463976945244955,0.1289782244556114,0.017989976841245123,0.002413274065103672,0.636364,1.0
C11999,0.2837356470237907,1.0,0.0,0.0,0.36468029488002196,0.0,0.0,0.3333333333333333,0.07317073170731708,0.0,0.16247906197654943,0.01209651414658469,0.014864638882170876,0.0,0.0
C18538,0.06234460316864771,0.909091,0.0010794565917384771,0.0,0.04071195344567165,0.083333,0.0,0.11111133333333334,0.032520325203252036,0.002881844380403458,0.035175879396984924,0.0010840303823480293,0.09571893433711559,0.0,1.0
C18845,0.0026113489853971258,0.909091,0.09965248857677328,0.0,0.0,0.916667,0.0,0.0,0.0,0.10086455331412103,0.01172529313232831,0.07328020471363439,0.00215905865410126,0.75,1.0
C15735,0.07158926056489467,1.0,0.0,0.022218666666666668,0.0,0.0,1.0,0.0,0.0,0.034582132564841495,0.035175879396984924,0.01769496171138793,0.03186559673648167,0.0,1.0
C10662,0.3279615723854119,0.545455,0.0,0.0,0.3681696002275962,0.0,0.0,0.05555533333333333,0.008130081300813009,0.0,0.34673366834170855,0.06386453282544535,0.08479526191857874,0.0,1.0
C18839,0.00017742242560770538,0.181818,0.0,0.0023413333333333333,0.0,0.0,0.166667,0.0,0.0,0.005763688760806916,0.01172529313232831,0.005718926612244095,0.0029253205965179903,1.0,1.0
