CUST_ID,TSNE1,TSNE2,TSNE3
C13999,0.3839993,9.905992,-5.3783407
C10174,-0.99539757,-12.631886,9.455812
C16890,3.995828,13.943604,-6.734393
C18755,-8.736902,-7.0171084,-2.7267683
C12257,5.6387763,7.9370213,1.753123
C14476,-2.8642707,-9.850426,-3.9003792
C16244,-0.6561588,5.5970793,-15.293073
C12741,8.47704,-6.562396,1.672072
C10818,5.501202,8.522663,-9.611797
C12966,-8.362002,1.3487053,1.8292903
C18095,-4.7247286,3.704977,-11.353997
C13154,-2.986902,10.800235,3.8368464
C10509,8.000767,-8.068891,-5.0252204
C12774,10.73851,-0.47068322,0.11327468
C12219,4.1580896,7.871323,-13.300573
C15124,-1.4701862,-11.926202,7.873516
C12025,5.021415,12.501725,-6.174969
C17006,6.1549897,-10.5833,-6.251031
C17013,3.9993064,-0.21983972,0.8581541
C12527,12.43785,-5.828254,4.421827
C13691,-10.47011,1.8288436,-0.48464394
C19182,2.981967,6.701592,-13.956365
C18925,3.6829753,7.4982696,16.656715
C11984,0.11551427,-4.607961,11.133473
C14631,7.141127,9.624728,-0.013456561
C13188,1.1622448,-1.1436309,8.565015
C14867,-1.2238958,5.026871,1.806343
C10794,-6.3161144,0.9871066,3.040715
C11798,8.302089,-6.6968803,1.9542247
C13982,10.621934,-1.6908461,9.26744
C10365,-11.989715,1.1378021,-5.660688
C14998,-2.4939454,1.8798605,3.4807942
C13809,-1.283786,0.3423867,4.686624
C18794,-11.171876,-4.301479,1.7758948
C17634,-7.7715845,-10.341943,-0.0074483496
C18466,-2.8809726,-13.474245,-1.4769586
C15355,-5.9086347,9.15075,4.22499
C16252,-1.8673795,-0.987483,-9.254436
C11119,6.1643066,-6.8337073,-4.4415526
C14416,4.108072,6.1392727,4.2772055
C12587,-1.1131259,13.088035,-3.1408656
C13490,2.3591797,8.691946,-12.174415
C13159,-14.820434,2.4743016,-5.289837
C13829,-4.270877,8.169937,4.8320403
C10471,3.2314446,6.7312064,-14.451228
C11628,11.475277,-2.0245247,2.486288
C15800,-5.102704,-2.814971,8.237333
C15837,-3.3234766,-10.863708,-6.260386
C12845,-7.9752064,2.6517684,-6.299818
C10709,7.4311624,1.3636986,-0.6430446
C16178,4.305123,-8.0873785,2.868735
C17976,2.3109317,-4.843001,8.583349
C17951,-3.8995485,15.698678,2.938691
C18010,-4.231567,12.264054,3.6042273
C17297,-0.42262882,9.110687,2.5856442
C15599,7.50812,9.418338,-6.0685906
C14565,6.7198844,-6.8079824,-10.122601
C17100,-13.527362,-6.2440314,2.7209213
C11057,1.8391693,-5.4511847,8.644866
C11800,11.2956705,-2.559761,-2.3406365
C12472,4.1226344,8.345224,3.1621666
C17101,1.0082145,5.144855,8.239321
C18546,2.6395826,-11.533824,-1.7157967
C18294,-1.1229576,10.940066,2.453064
C15740,0.248593,-10.972117,6.718104
C16500,3.6177745,-7.732866,4.60479
C18405,-3.1536648,-10.331109,8.570248
C11656,7.9911547,-5.429578,6.233791
C17693,-1.2560093,-1.0228629,-11.057328
C12121,-1.2430943,0.09676758,9.793567
C12769,-2.3815942,6.9385805,-0.47338718
C13212,3.209414,-8.747716,4.831061
C10445,8.710699,10.232004,-2.0761619
C11996,-0.52780044,12.117139,-2.4197547
C13510,8.091411,2.9734187,-2.428376
C18118,7.3722095,2.3822813,-4.0189123
C19035,1.9360036,11.827435,-8.111906
C10954,8.439034,0.059527863,9.10619
C17356,8.3387,3.158455,-2.0615075
C17522,-3.0585556,9.3877125,7.858187
C10789,-7.4018307,-9.868776,-1.3534144
C11999,2.7592366,6.2900352,-13.695764
C18538,0.6296028,7.2098117,13.928839
C18845,8.820744,-5.2840667,-9.6992855
C15735,-1.7856354,-12.11925,9.018158
C10662,4.453764,4.833878,-8.928279
C18839,-10.610673,-9.5910635,-8.223207
C14013,-0.6953514,11.408132,1.0886089
C10242,-1.377027,4.404227,9.222697
C14338,14.339034,-8.070918,-2.1607904
C14948,-0.33968875,15.074137,-1.0156008
C13501,13.486909,-3.6142428,0.79125977
C14277,3.7675893,-10.045348,4.023446
C11081,-10.260181,-4.2832394,-5.7746725
C17518,2.422584,-11.854508,0.5257646
C13084,5.235702,10.48274,-2.4948153
C18695,9.034575,-5.238636,-10.409049
C18888,-4.288679,-12.162905,7.689144
C17808,-2.0156102,-13.361848,-5.6065283
C16333,-4.1804566,-3.2810378,4.867504
C11243,5.2846284,-5.784404,1.3028897
C14838,6.458507,3.073898,5.575007
C16929,-0.9466587,5.4219956,15.745222
C16608,-3.5845308,-7.187474,-12.966236
C13996,8.406628,-2.7708225,-0.8856791
C13802,13.431022,-10.431911,-2.0716474
C18282,3.1520023,13.717942,-6.4196787
C11384,-4.3953705,-9.0960245,-2.4483168
C10106,-14.181608,-6.3145366,2.8499537
C10330,-15.80156,-6.7567368,1.8709328
C15350,5.0006514,8.333619,3.607735
C10650,5.3265834,1.144959,9.7474165
C12963,-4.848045,-5.4326363,9.821717
C16195,-1.9965926,-4.2212214,-8.61976
C15312,-9.572687,-9.133594,3.141433
C18632,-3.6439059,-8.366806,8.205158
C16306,2.0773222,1.5797868,7.295713
C17096,-3.4473639,-3.0592258,7.880046
C17732,0.40236804,13.075327,1.5864016
C12943,-6.1334186,6.0150986,-3.233244
C10345,4.747223,15.127276,-5.0086684
C12715,-2.6893008,-3.9544587,7.6758404
C13478,1.5344568,1.0139347,11.107726
C15556,-10.615365,-6.047157,-9.55659
C17551,4.0522175,-1.9031765,-3.3583307
C15111,3.681621,12.881582,-4.831962
C10480,3.7295728,-11.758961,-0.9487177
C17368,4.1414557,0.39613742,8.373068
C11125,-6.6879396,-7.170055,-1.3358144
C14728,3.664809,7.6808586,16.572311
C14484,-5.786479,9.487867,7.8469863
C10009,-2.5461705,-2.8213634,4.6562138
C14044,-4.102637,-2.6717253,-13.159394
C10104,-7.8329177,-0.45290613,-13.304328
C13509,-0.84061974,7.5453196,-15.287164
C12595,-9.427205,-8.862849,-6.6972966
C16289,2.4289846,1.6405447,10.769522
C11464,-11.50921,-7.62443,-7.915343
C11232,-12.859327,5.161247,-2.8434336
C16421,-6.9308596,5.133039,-1.1446368
C10032,2.6502807,-10.303635,4.420735
C14470,9.42272,9.6789875,-5.705126
C11710,7.0716777,-1.1748655,0.6731817
C16030,0.6428943,6.7792063,-12.159563
C13095,9.693963,-2.859243,2.0420277
C13190,6.121547,-1.963666,5.4547005
C10786,5.706383,-6.358706,4.8751135
C16441,0.1691695,9.387376,-0.19775754
C12199,7.3023453,-9.324569,-5.3160505
C13710,-0.38209838,-9.96746,-4.4692698
C12347,10.022762,7.890346,-7.326187
C14194,-2.2064936,2.8548489,8.873897
C17910,-2.4864864,-13.616983,4.6741986
C11719,-1.0804075,8.869136,4.720162
C11790,-1.3525729,-5.650096,7.529676
C11079,-1.3138568,4.8929763,-14.657149
C14143,-6.36154,-0.0470954,-5.740326
C16824,-0.6293818,15.45593,-0.25710866
C17170,6.869755,-7.264491,-9.499701
C14607,9.958337,0.8124626,4.14852
C13031,-12.368321,-6.903918,-7.157913
C15092,2.7299564,15.040586,-4.5707917
C11563,0.86801994,16.477495,4.44701
C12180,2.0380557,5.799696,7.2369237
C10897,10.468467,8.530307,-1.4372848
C11648,2.2733488,3.8871408,1.8185196
C13480,-4.681357,-2.1474638,9.472159
C14968,-2.7138205,-4.454965,-13.046889
C12894,-3.8992689,7.641845,8.67244
C14947,-1.0859525,-12.167798,7.655003
C14534,3.7320879,8.93534,-5.717363
C15882,-4.1347127,-3.0808556,4.402715
C13001,-0.048821542,-14.044092,4.563119
C12757,-2.0351884,5.830426,-4.5720463
C11661,4.1661115,7.6312504,4.1877437
C17770,6.8485913,-1.0371784,0.56137896
C17121,-1.6446472,5.2362676,1.1388139
C12337,-12.874107,8.665051,-1.4500657
C11646,-6.2739215,-7.441127,-1.2010322
C12513,7.51168,8.42958,2.0727103
C14029,-3.683375,-3.9426687,5.799317
C11111,5.1169734,10.610354,-4.0134263
C10840,12.159994,-1.0897326,6.933344
C16496,-8.113794,-6.4392295,-1.8765959
C16939,-4.721457,-9.253777,6.9320035
C11595,-10.941051,-8.450937,-7.9723964
C16974,-0.45910558,5.3105936,-13.609781
C11090,-4.1748643,-12.007867,0.08176261
C15161,-2.246703,-8.114382,-1.8761091
C11190,10.092391,1.0350152,-0.15108007
C11588,0.96712154,8.051928,-3.8958309
C10484,6.2662687,11.0636,-3.9963977
C11266,-3.6582556,5.2843714,-4.7311172
C13132,-1.0701385,15.548348,0.263107
C10302,6.1366835,7.329257,0.41453996
C12566,3.713352,-3.2051032,7.2983694
C16652,7.8443127,10.774712,-4.3008485
C18786,-0.88155806,-5.122879,-9.858425
C15055,-11.679842,4.990912,-2.1913943
C13770,7.049198,9.548864,0.20286188
C11199,6.7668724,-6.7601285,-10.194022
C18700,2.9311326,6.337609,16.860521
C12297,-3.1846929,13.289097,5.2797937
C14488,0.801761,-5.6034594,4.9782968
C13749,-3.1613631,-11.17382,7.969013
C15155,9.922314,-0.5561579,2.5437415
C16804,-0.62478495,8.980536,2.978467
C18980,-3.632764,-11.44427,5.565803
C15970,8.9558525,-2.5691578,-2.162242
C10619,0.54977375,2.7170706,9.22959
C19073,-7.7063437,0.18616197,-11.86972
C15912,6.399028,-0.52196443,-0.8319229
C14153,-3.718563,-7.816159,-10.512979
C14541,-4.5978994,7.7054453,8.818921
C13115,10.343668,-3.4990797,9.900804
C15889,-5.6052527,-6.223585,-2.1407998
C18586,-1.3523259,-13.28596,-2.6941414
C15514,2.8195255,-1.1959628,-0.25831717
C12477,3.651157,6.3980427,17.40881
C16681,-3.7862012,-11.615873,6.310235
C15337,-8.927995,0.06533023,-12.671749
C17499,-4.035103,4.239641,-13.277811
C19166,-3.3972213,-5.3218894,-13.20606
C14539,-7.7432094,-5.498903,-2.8523483
C13408,8.959473,-2.7259805,-7.1037607
C10994,-1.8069596,-0.50852567,-6.2853627
C13756,-0.6902899,13.047167,-1.8693165
C15106,-9.064156,-8.295266,-3.7444124
C16627,10.717,0.5000831,8.747375
C14844,6.991881,10.989521,-3.9761796
C11799,3.7189667,9.607275,2.2006109
C10966,4.7939596,-0.26844916,1.7267717
C14759,-4.777573,-9.506917,-0.5007284
C19007,3.8619466,-0.3746173,-3.1411924
C16977,-7.168955,0.32859898,-12.285103
C16494,6.389302,-3.295844,1.4131435
C11091,-5.698239,-9.020498,5.6679177
C15560,3.6557598,-7.4835477,6.8064804
C17224,-0.83001673,4.984348,3.9571378
C16031,5.9353685,-3.7610338,-1.6111253
C11825,12.35117,-9.458016,-2.9048612
C13035,0.29610544,-10.47357,2.4242258
C16522,5.40088,-3.1941931,0.30740237
C15431,-1.3596587,-5.7982225,8.120538
C13790,-4.2309146,9.22574,8.046204
C10960,3.071748,-0.5631898,9.677097
C12190,5.6720076,-7.266916,5.815908
C18097,-5.4100776,14.999305,4.4533715
C18613,3.1563616,-9.952347,-1.2286284
C17443,-8.009424,-8.292939,-3.6156538
C17324,-7.2488966,10.18127,7.2693434
C14342,-2.0859313,-5.1977654,-11.516994
C17546,-5.26811,-10.193917,-6.1174145
C16911,2.3934639,0.08957789,11.433575
C14518,-12.952486,-5.730099,2.4678965
C17880,-1.8316474,14.33796,2.1651115
C15715,1.5393698,-4.444324,8.871584
C17957,-10.3513565,-2.639324,1.4855223
C15409,-1.0357742,-11.329403,4.6540837
C13622,8.531997,-8.57975,3.2835746
C18847,5.2868342,-2.8674817,7.127667
C12160,7.009471,-8.214773,-4.2417436
C13012,2.0179803,11.129948,0.9437961
C17702,-3.3122983,1.6777081,10.599859
C15362,-0.40705907,16.447392,3.9756377
C10505,-2.4748762,13.692747,-4.100031
C15207,-0.6917152,-11.939371,-5.677597
C13671,4.7390585,7.2327824,-2.9087589
C17367,2.283193,-1.1095206,-2.226004
C10475,2.4957037,-4.0416813,8.391074
C13373,-1.3478733,15.735708,0.23115984
C11552,0.17179388,-11.621303,-4.8136873
C18138,0.97622263,-10.517289,-7.4731793
C12718,0.9470591,-7.425433,1.630852
C14067,12.232076,-6.9259567,0.8554238
C11103,3.7820861,10.232324,-0.56178856
C17465,1.3815906,-11.095497,-4.572288
C10341,0.46964133,8.994152,6.4866066
C17711,8.236994,-5.6384907,-9.289275
C12952,4.683789,-10.973047,-3.4344795
C12573,11.488308,-2.5930786,0.9205667
C19024,-1.4418205,5.527938,-10.176968
C14449,-8.145015,8.250811,-1.1260266
C13092,-4.3492346,0.94158584,8.907612
C10775,3.2548313,-12.5071535,7.290717
C13723,2.1854615,-12.656397,1.6073058
C11205,0.72000676,9.952592,2.1257365
C13116,1.257118,8.491494,-3.6516566
C15274,11.524529,-5.91467,3.4597914
C11367,7.44759,-3.1639347,9.6135
C15503,2.3596327,-13.895258,8.301942
C12681,3.3807616,6.532291,3.8963537
C17103,1.1042647,15.295734,-4.3295197
C18995,-4.0454555,-12.512068,-2.4857585
C17165,-8.1591,0.2679589,-2.4550562
C19158,-0.5990987,4.383308,-14.604662
C16315,-0.07481239,6.671388,-12.072818
C14544,-0.18947312,0.63588685,10.002236
C14275,-7.2720876,5.307469,-1.7975104
C13389,-2.2319143,2.2309866,6.5972557
C14285,11.54408,-1.9314873,8.818103
C11166,-12.544126,2.5340912,-2.0088606
C13596,1.935024,7.5912313,-0.41917995
C12279,8.438539,10.252829,-2.7033002
C13142,-5.173618,-8.552741,6.689471
C16794,-11.247018,-0.24853133,3.7174757
C11186,9.623129,8.782531,1.6290547
C11796,-4.969288,-3.0266037,10.38945
C18606,-4.948876,-12.83657,0.4271667
C14460,-6.617388,4.005232,-12.453111
C16147,12.5599165,-1.5059447,5.5378113
C13222,1.9183843,-6.2018275,4.8640847
C11542,5.075537,8.358664,-7.968671
C10691,6.0662518,-7.2101326,1.4812694
C14272,-2.5974827,-10.88873,4.80997
C10872,1.3833282,6.9782095,-12.005707
C12187,-5.7486696,9.21833,1.4137988
C15713,2.654749,11.962692,-4.726456
C13942,-5.874469,10.717183,1.4404569
C18236,-1.7995188,4.6398983,-14.7311535
C14985,0.60966694,6.2667785,2.061571
C16048,-7.9176145,-6.1418457,-2.4469724
C10864,-2.8920505,-3.5806253,7.6552067
C16980,3.202678,10.916715,-1.4073255
C11581,-11.484226,-1.902183,-3.309258
C16105,-9.858843,-4.7678103,0.34513995
C18317,7.8933244,0.18533745,9.0594845
C19061,-5.892161,3.6701553,-12.608586
C18452,-0.4526118,5.3990393,13.117963
C15275,3.7318664,1.1766596,9.824482
C13167,-3.9638805,15.564755,0.1895265
C17063,-6.5059404,8.891747,1.0918463
C16658,7.7579827,-5.0418973,3.881993
C15811,-4.0359783,6.0371995,-9.918395
C12651,6.134742,8.541172,-3.3079977
C15368,11.655934,-5.843032,2.2498102
C11877,12.6479435,-3.0676138,-2.1030095
C12783,3.3217793,11.325705,0.32937318
C14207,6.0372376,8.678956,-8.280931
C10564,3.1286395,-12.34117,7.258129
C10626,0.71572286,15.829336,0.93585616
C13039,-4.555521,4.7654896,-4.843296
C13525,-2.1424007,-4.7413073,-9.095125
C18258,3.0699701,13.9423065,-0.513154
C16505,1.6333807,11.992347,-0.34397122
C15298,10.496642,-9.614189,-3.4196005
C13497,5.9124002,12.509147,-6.075318
C17690,7.520665,10.342741,-3.092725
C16959,-4.926087,4.908403,-10.886847
C18697,1.1758772,-0.29930165,10.831214
C13181,-0.3844795,5.2450957,13.106182
C15090,-4.303834,-13.01287,5.8307033
C17437,0.88124675,-10.966265,-4.5762305
C17079,-2.2110868,-13.227944,-5.7113404
C10426,6.2493167,-6.7820477,-4.435138
C17941,4.52041,12.847141,-7.037912
C11609,-4.3600454,-11.548056,4.6506257
C17344,3.9441917,-8.929368,-2.1604137
C10770,2.4941258,8.5622635,-12.831166
C16059,2.5091136,9.856022,-0.90525204
C13578,3.012138,6.046824,-9.530203
C14393,-8.223424,5.111948,-0.84047955
C13856,5.7167673,12.170165,-2.0595603
C12493,5.750484,-5.855087,4.499567
C18229,-0.8419865,12.355626,5.4565444
C14885,10.402615,8.129941,-1.4149337
C15600,8.344337,-7.636531,-8.729212
C16308,-13.687639,2.3727286,-4.7909484
C17268,-3.9219112,13.586896,4.798158
C13235,4.1632133,6.4183917,17.669117
C15041,13.976096,-0.29535955,2.304716
C11478,2.4401994,6.081586,16.628511
C13648,3.9701192,8.4629,2.9316528
C13423,-3.7756152,7.5533338,8.628002
C15572,-1.7075256,-1.4591447,2.2766373
C18953,6.0285487,-0.28638294,9.557919
C17223,-2.8766537,-8.056871,9.975879
C10629,10.727913,0.8411343,6.6076293
C10257,5.770645,7.6237183,-9.470318
C13232,-2.4561224,-4.862794,6.3678136
C14133,8.198184,-9.0441,-6.0852203
C12081,7.26189,-3.3155422,-0.46648532
C16981,-5.4801593,-6.956735,-12.87432
C10274,4.4786863,7.9708986,-13.331021
C17563,2.439526,14.040518,-6.239474
C10256,-4.399718,-13.1874,5.7884226
C10463,-7.119437,-0.151478,-5.8473835
C10883,-0.041909143,7.6259127,12.907566
C13448,12.568204,-0.029768988,1.4937901
C16498,5.4992228,-7.236868,-1.8135134
C17973,-3.1695712,-11.048351,-5.426932
C10206,6.567059,11.58,-3.0659144
C10556,-2.8930943,-3.736677,6.8715515
C12374,-2.8576014,-11.829793,7.4987016
C17452,1.2588941,12.880752,3.4768114
C18663,-10.045236,8.001114,-0.10978386
C15210,-6.14194,-6.926903,-12.727949
C10473,-4.8513722,-7.431503,-2.5935795
C15330,-10.324398,-2.6481721,2.9228284
C19014,-3.134797,-9.699151,-8.38788
C17887,-0.066669464,5.796962,-15.335244
C13727,-0.62703884,4.896484,-3.2821777
C19093,-7.1497874,-0.11182862,-12.26059
C15026,-5.240648,-5.8070736,9.051239
C15975,7.3645935,-3.939486,-0.19190925
C13114,-4.7246947,-12.952623,0.37645906
C11610,2.551975,13.827556,-0.3868794
C19152,-6.304083,-1.50376,-12.415605
C17402,-9.900419,1.826958,0.34130347
C11668,0.7388693,-8.828196,3.43593
C18827,-9.683937,3.3152032,-3.2430537
C19058,-1.6073824,-5.2063956,-10.696531
C11835,6.690724,-7.3582373,1.7342956
C15687,4.220698,-10.288822,1.3936244
C16690,12.787063,-6.1553636,2.0452502
C15162,-4.2221637,-7.1241336,-13.060345
C10226,-7.7069564,-0.4284116,-5.4420686
C11040,8.342023,-5.3558936,-9.830602
C16861,-2.4025862,8.0185375,7.162316
C14818,-6.384384,9.632764,7.3845224
C17460,2.3830776,6.3311605,16.424383
C12968,-4.1125097,8.663831,0.38688296
C16776,-5.5542216,9.8001795,2.8039238
C15846,-3.8451037,15.66409,2.786734
C11469,-10.906958,-1.3427931,0.11748586
C13554,0.2205002,15.3679285,-0.42556137
C10702,2.9802606,-10.055183,2.5610282
C16798,-1.2951251,1.8289514,10.978498
C12590,9.18915,9.9869795,-5.186371
C10238,7.9289265,-12.895257,-1.2060744
C17108,-11.342295,0.94341505,-3.640116
C18666,7.7895565,11.144768,-0.9456869
C16524,1.8856398,-12.748135,5.538668
C15361,3.3204563,0.99250716,10.664751
C18477,9.312248,-7.5203757,-8.327092
C16394,-4.5632987,-6.4803777,9.377836
C17010,4.551263,12.392729,-6.3061023
C17507,-8.426067,-9.605191,-5.940337
C15289,-1.3406056,10.286928,-2.2492151
C11788,-2.0973654,14.753702,2.1728275
C15018,-9.451786,-4.7549477,-0.024200661
C15828,-8.536355,-4.7293816,-7.0717397
C11446,3.2349033,4.28593,-4.081948
C13632,5.4831924,9.276256,3.2367456
C17348,2.3529484,-12.536668,1.3859513
C16076,-11.551872,3.1674721,-4.3472934
C13180,0.04694837,7.24194,15.73787
C11980,0.7261065,-8.616073,2.5364885
C15456,-4.0106025,-8.065885,-11.619319
C15676,8.031057,-0.9745116,9.582912
C11578,6.379504,-1.0856891,-0.8199222
C18308,7.1954327,5.630387,-4.6232142
C17846,2.1982093,0.21064211,11.558789
C16869,8.473572,5.2184296,-4.385021
C18238,-1.55495,1.0334512,-10.061875
C10101,10.622053,0.7909721,7.097507
C18503,-1.288364,15.677746,-0.035326365
C19072,-3.3040981,6.3312063,-14.590011
C18194,-9.693943,-5.868429,0.336802
C16811,-0.013663609,16.900208,4.0362244
C18899,9.723427,-7.245991,1.4891682
C14116,1.6741216,5.2967577,3.6712391
C18962,2.1271214,-3.7359223,4.719829
C18450,-4.308962,-0.029956905,-13.297478
C12231,10.982537,-9.462773,0.82592255
C11052,-1.6179303,6.80339,-12.698908
C11893,9.506121,10.758302,-1.191361
C18895,-2.7694244,1.0743979,12.1964
C13990,2.7110195,5.0180736,3.0912247
C10361,2.5581872,5.232242,3.3501399
C13018,-2.0149367,-9.868382,-2.2122643
C18975,10.608443,-3.176678,-2.5650012
C19107,-1.5908046,-3.856873,-11.774372
C14714,-1.138648,-6.7232676,-2.3467696
C15656,-3.8344328,15.664497,2.7852843
C14445,-5.753829,9.427301,7.9384575
C16438,-16.001835,-6.648977,1.8656194
C17227,-10.868601,-3.2684398,-2.7169225
C18454,-8.617865,-4.2792025,1.191684
C18486,0.84027165,8.430611,-5.5604877
C13432,-4.5006075,5.805191,-10.048127
C11219,-3.478417,9.738253,-2.6981196
C15301,11.258403,-9.365091,-4.5205426
C10769,2.0700853,15.129241,-4.2037587
C10186,3.8469567,-10.789773,1.5381917
C11153,-3.2493649,2.2776544,5.7745132
C15967,8.178268,-8.017057,-4.9956427
C10360,-4.4734244,-9.5863695,-3.846923
C17965,-5.8453474,-3.8579714,8.643427
C13236,11.096152,-2.4353783,6.899681
C17363,-3.6599596,12.039401,0.011328576
C13892,-6.604758,9.598507,5.6462536
C13427,-4.0629606,-11.2785845,4.648425
C15822,-3.083886,-11.296566,-6.3301826
C10085,-8.019283,2.7502227,-6.3185167
C19180,-2.3242605,2.1186717,-13.836523
C11867,-4.846321,4.6272626,10.3319645
C13072,-6.452283,0.9989859,3.0018988
C10862,-2.189896,15.363166,2.2661746
C11460,4.5491695,5.29403,4.3926773
C17496,-2.95613,1.106564,12.178976
C15513,4.0470695,-1.5649048,-3.4378936
C12324,2.36746,16.417637,-2.6741962
C14217,-4.740345,5.7880144,-10.029776
C11778,7.63833,-1.2308782,7.768333
C11613,0.6794134,3.3717482,3.7948015
C18927,-4.0367293,10.324662,-3.0137749
C12217,10.765802,-2.535388,8.575987
C12020,8.785398,6.8005824,-3.79852
C14757,-6.2942595,-7.5098066,1.1592703
C18583,-3.79922,1.4359928,10.192155
C17116,-6.107551,9.492652,8.116601
C14694,0.27728558,8.07058,13.19244
C17302,-3.6913908,11.82522,-0.027718272
C10737,4.730516,5.2022295,-8.727207
C12065,-3.1004696,8.7072315,7.7871447
C12069,2.8135598,4.938043,3.042566
C11806,-1.2889946,-7.9832163,-1.275726
C16758,9.376209,-5.5366793,-9.555987
C16384,1.6131707,12.131731,-8.197109
C17575,-12.562388,2.4437351,-1.8431517
C12375,-7.649606,8.065811,0.9704568
C14335,-0.040766776,16.457243,4.099057
C17919,0.6166528,15.717433,-3.9547403
C15414,6.6145644,-7.847592,-7.9744654
C16572,0.6853897,8.107858,-0.29921064
C15213,1.0325578,-10.047721,4.0300956
C11179,-0.45725477,-5.4525366,10.599628
C14662,-2.6514602,-9.508567,9.093052
C13299,-8.321361,3.272592,1.8648386
C12787,9.960761,-8.157156,-5.917637
C18451,-10.728141,-3.976263,-4.3738546
C17734,-3.13274,-12.058862,7.0737348
C14748,1.2559484,16.06865,-2.7344308
C11254,-13.12521,2.8756468,-3.0185266
C10178,-7.8415403,-0.29555795,-5.6840496
C16948,-1.725663,4.4714785,9.62044
C14138,-6.2993035,9.433759,4.426621
C11375,5.6291504,10.151633,2.8863835
C13378,-1.4126616,-7.36916,-3.0826955
C13840,9.577478,-2.4438603,-0.9999988
C17264,6.6683893,-5.564899,-10.872474
C17967,-1.3328086,11.339082,2.3601623
C18400,5.7095275,12.065527,-7.639247
C13390,-12.3155155,7.8337846,-1.3321109
C12085,8.681466,-0.6334678,9.07357
C16578,-6.5530252,-11.572846,5.9311504
C18726,-2.7852244,-6.9146023,-8.951863
C16318,5.119316,-6.767006,5.4635606
C13845,-5.193405,7.8963137,8.95081
C14979,3.7437205,-7.3555737,2.243415
C12652,-5.1802664,-5.152857,9.439335
C15589,2.790278,-0.87642527,-0.50445664
C10557,6.325634,2.5106559,-1.0380242
C16844,7.5599914,0.44637987,7.584499
C15386,0.6054461,-9.305961,3.2548633
C15426,-2.3406837,-2.770623,-11.293991
C10068,1.7481011,2.1109548,10.1815195
C11804,-1.7195624,-3.7199814,-8.586671
C12806,14.353336,-3.6131773,2.1234815
C10366,-9.478018,0.60976464,-6.1356354
C17483,3.4998486,-10.6492195,1.9533345
C12164,-5.0284257,4.57175,-10.463976
C12703,-0.45885405,-12.305283,-5.302852
C19174,-1.1888766,-2.4696264,-13.380024
C16262,-0.10694446,-9.5533085,-4.208283
C11671,11.926473,-6.5462503,2.9666073
C10491,4.583309,-7.754013,2.33962
C13964,11.575841,0.5808671,6.0903006
C12295,8.005298,-5.173822,3.9926527
C14571,-2.8161864,-5.2257156,8.562941
C17896,-5.6573205,-5.9598136,7.9457245
C17362,-2.8820634,2.1647503,6.05243
C18198,-6.3115306,8.118694,-1.3731699
C10899,0.985339,7.0877037,14.547273
C19046,-3.1352448,-8.706581,-9.885883
C10334,-0.35800534,1.9769691,3.8894591
C17059,-3.6058795,-13.546911,4.4645467
C14239,2.5572004,6.988381,4.2537866
C12133,11.721416,-10.6959,1.4589944
C12260,-2.7493594,7.500408,-15.051727
C16531,-10.096651,0.22770815,-5.735735
C15793,-0.6759878,-3.3144777,-12.745649
C18564,-14.100439,3.1205134,-3.280526
C14898,-6.8793,-5.089943,-5.182656
C14292,5.186301,-6.7067194,5.102851
C11110,-11.184433,6.526862,-0.99700254
C12951,7.499025,8.536728,1.4056407
C15571,6.7178893,1.7314084,6.937718
C16286,0.403672,14.445082,4.812483
C16767,1.6671741,11.550118,-8.22037
C13166,-1.7578427,13.637292,-0.73482674
C14161,0.8629642,13.253825,0.37475052
C15135,1.7743136,8.062484,5.68965
C15570,-9.422386,0.103044264,-11.400717
C10077,-6.1039443,5.3876886,-9.226127
C16509,12.747849,-6.68799,1.0004363
C14795,14.993451,-5.8965173,-1.8156033
C15236,-0.3401596,15.785834,-0.8709653
C14088,-0.14756379,-5.887366,3.5699809
C11843,-3.562675,13.203065,5.1728725
C18553,-12.596783,5.230219,-2.6417875
C17926,-4.911601,11.143193,1.9116817
C16263,-5.4457884,3.2349513,-12.879969
C17400,1.8466613,-0.48293382,10.294664
C11685,10.264144,8.169002,-7.616867
C18235,-4.367944,2.928308,-11.714052
C14018,5.7585826,7.9623938,-10.182478
C13445,-8.86563,4.1132154,0.37895432
C18310,-10.222333,-3.4497268,-0.53187263
C17457,-11.720736,2.2821512,-1.2613612
C11263,-10.613436,-8.757925,-8.134439
C15668,6.658637,2.400452,-1.2818022
C12244,7.5707083,-9.316479,-5.4616065
C11726,-2.76585,-5.5520506,-12.469108
C12028,-5.7639723,9.448434,8.067747
C17189,1.0463935,-11.355892,7.477659
C16197,5.6135697,-10.278023,-5.7546453
C16896,-2.8378859,-10.364155,7.9893904
C14353,7.7119894,-10.561704,-5.248642
C17270,6.1658297,-8.107136,-1.9694571
C19040,-1.9176908,-6.8854513,-9.838005
C19110,-0.5296633,5.914119,-14.4795885
C10183,3.9793549,13.652083,-3.823675
C10138,-10.293423,-4.6113644,1.7342427
C15467,-0.18861495,0.5467793,5.714886
C14791,2.2053401,6.672414,4.481413
C15393,-0.5945669,-1.1916007,-14.133934
C10001,-8.906084,2.6766562,2.9880848
C14432,-1.7047429,-0.4364472,-6.1267114
C17975,10.530932,9.142805,0.038588967
C17372,7.408185,2.3740032,-3.7240553
C13006,-1.2150042,0.4421942,10.237458
C15646,8.2342615,-2.1810534,7.9700117
