CUST_ID,UMAP1,UMAP2,UMAP3
C13490,0.910934,3.879358,9.777889
C13159,5.848754,1.5200291,6.0383053
C13829,0.67551845,4.1428103,4.9096847
C10471,0.91535044,3.5251667,10.05362
C11628,3.1066208,7.2562394,8.19794
C15800,3.8464015,7.007331,4.6379037
C15837,7.978985,7.178809,7.851027
C12845,5.016423,2.4332328,6.825158
C10709,3.0437202,8.443303,6.7019053
C16178,3.9762821,8.182111,7.4840856
C17976,3.9437459,7.1862507,6.2126637
C17951,-0.7226708,4.0710983,5.737394
C18010,-0.063047,4.2541184,5.2286577
C17297,0.4382636,4.890577,6.142222
C15599,0.07275031,6.1076555,8.9455
C14565,6.2686186,5.946444,9.367989
C17100,7.1460032,3.6543014,5.101516
C11057,4.1020503,7.4891963,6.0076814
C11800,2.9860477,7.8565373,8.697239
C12472,0.53995603,6.3471923,6.6858463
C17101,1.8435913,5.786591,5.2556844
C18546,5.875074,8.062682,8.033804
C18294,0.20287663,4.7875276,6.025363
C15740,3.7646978,8.741862,6.5214205
C16500,4.4198136,8.219984,7.0869207
C18405,4.3602824,8.778288,5.4977384
C11656,4.2420096,6.860449,8.099426
C17693,2.7085466,3.0886111,10.2664995
C12121,3.090373,6.3381405,5.007705
C12769,1.0716553,4.8397355,6.3820906
C13212,4.5367866,8.319561,7.17121
C10445,0.18362054,6.518943,8.374503
C11996,-0.12906462,4.6271195,7.142651
C13510,1.9572991,7.9293494,7.2321625
C18118,-0.03581951,5.2922087,7.6399765
C19035,-0.23843585,4.770866,8.666191
C10954,3.6601136,5.631677,7.5651317
C17356,1.9251809,7.9615517,7.3040547
C17522,0.7749316,4.121608,4.200112
C10789,7.269513,6.847654,6.8841825
C11999,0.9486153,3.519658,10.061498
C18538,0.5682775,5.3326707,4.2265296
C18845,5.962295,5.9646263,9.4659605
C15735,4.412025,9.117623,5.8608427
C10662,0.60124767,6.067406,8.432054
C18839,8.023427,4.7809863,8.086879
C14013,0.05498329,4.8121085,6.3804374
C10242,2.3170075,5.813087,4.76346
C14338,4.585506,7.8734107,9.575233
C14948,-0.7820308,4.472834,6.908754
C13501,3.518872,7.596133,8.862448
C14277,4.690857,8.411985,7.3554473
C11081,6.9352145,4.3504386,7.457534
C17518,5.4334836,8.369833,7.4142246
C13084,-0.090301216,5.925766,7.904055
C18695,6.0763364,5.848899,9.314279
C18888,4.871496,9.041538,5.627499
C17808,7.7199273,7.7005763,7.9153376
C16333,4.3835797,6.768703,5.168954
C11243,4.35547,7.53843,7.859586
C14838,1.9701583,5.6240616,6.8794937
C16929,0.9125311,5.489296,4.111547
C16608,3.9582562,2.8879094,10.83604
C13996,3.2735283,8.08063,7.7666855
C13802,4.7819247,8.093445,9.295606
C18282,-0.60423326,5.006644,8.625113
C11384,7.324537,7.286588,7.488897
C10106,7.271139,3.537502,4.9895263
C10330,7.304822,3.4239604,4.9563236
C15350,0.5406226,6.553455,6.878464
C10650,3.1732736,5.799991,6.3938026
C12963,3.7898176,7.597741,4.7249923
C16195,3.5264878,3.6314914,10.267197
C15312,5.5250387,8.097332,6.8400264
C18632,4.2158957,8.341567,5.3593936
C16306,3.329526,5.642307,5.914383
C17096,3.9466338,7.2079697,4.9273643
C17732,-0.24871235,4.88899,6.3467817
C12943,4.2219934,2.721103,6.476854
C10345,-0.78619236,5.0007796,8.421814
C12715,3.7560477,7.0675054,5.0777073
C13478,2.924142,5.788932,5.579216
C15556,7.438909,4.660943,8.013973
C17551,3.0227883,8.333496,6.752056
C15111,-0.5234328,5.1856003,8.362521
C10480,5.5878386,8.206557,8.063555
C17368,3.077924,5.664486,6.3805423
C11125,7.2885566,6.075887,6.9378605
C14728,3.809339,11.792309,5.102486
C14484,0.4062021,3.5236228,4.2695475
C10009,4.1099916,6.539487,5.346535
C14044,2.697178,2.5836494,10.3707485
C10104,2.8988469,2.0208328,9.891574
C13509,0.935029,3.0926304,9.99796
C12595,8.017205,5.223832,7.864008
C16289,2.9513426,5.830116,5.8266187
C11464,7.7604628,4.6527853,8.021579
C11232,5.0407977,1.9663693,6.0632477
C16421,4.5476346,2.9230895,6.297821
C10032,4.6233726,8.49357,7.1208196
C14470,0.13443534,6.1457086,9.020208
C11710,2.6713927,7.4781513,7.8270364
C16030,1.0947564,3.465184,9.801065
C13095,3.7050385,7.5907397,8.027205
C13190,3.6176355,6.686665,7.397945
C10786,4.0996704,7.61298,7.414206
C16441,0.3409132,5.080359,6.7734036
C12199,5.734101,7.1014566,9.325015
C13710,7.4326496,7.3356853,7.9093146
C12347,0.4132184,6.302729,9.102311
C14194,2.766985,5.789705,4.6895843
C17910,5.353899,9.006343,6.0762434
C11719,0.57812357,4.9300222,5.4528885
C11790,3.5066853,7.2642584,5.5509305
C11079,1.3239923,2.7319088,10.206008
C14143,5.627951,2.4049754,7.226994
C16824,-0.9082594,4.4610143,6.7816334
C17170,6.221023,6.0415144,9.442832
C14607,3.3305857,6.828849,7.254626
C13031,7.6376276,4.5396366,7.934276
C15092,-0.8219925,4.8650575,8.219502
C11563,1.6329439,5.3861556,6.7065377
C12180,1.3717537,6.0006576,5.698665
C10897,0.3269481,6.932568,8.317589
C11648,2.9861524,6.7789354,6.7818832
C13480,3.7427073,7.091606,4.5699944
C14968,3.3053882,2.9453723,10.690554
C12894,0.6247473,3.98811,4.2372
C14947,4.5507927,8.848834,6.1806993
C14534,0.27197573,5.3452315,8.443037
C15882,4.470193,6.6267505,5.279348
C13001,5.1260242,9.010538,6.407677
C12757,0.93548405,4.8857217,7.95905
C11661,0.73414594,6.374428,6.416717
C17770,2.6783395,7.554724,7.7314854
C17121,1.1057674,5.0951843,6.2220926
C12337,-0.16661666,4.6965423,8.500761
C11646,7.19512,6.3775034,6.8985624
C12513,0.40168735,6.861142,7.572704
C14029,4.1902895,6.9863305,5.084088
C11111,-0.14304835,5.596499,8.351711
C10840,3.5251815,6.0380015,8.130266
C16496,7.391359,5.9269094,6.876822
C16939,4.857864,8.513222,5.3356357
C11595,7.937072,4.7210555,8.071232
C16974,1.222567,2.9073243,10.192974
C11090,7.042928,7.8468995,6.559424
C15161,7.0232396,7.123981,7.6194134
C11190,2.4874063,7.6865954,7.9910374
C11588,0.5161041,5.014284,7.8971615
C10484,-0.20330396,5.948876,8.453758
C11266,4.326197,2.8567228,6.9174204
C13132,-0.9021992,4.3944693,6.7499804
C10302,0.5392249,6.655641,7.4282246
C12566,3.8874848,6.784039,6.7872562
C16652,-0.07085727,6.23597,8.688783
C18786,3.5211432,3.5435622,10.391835
C15055,5.1485596,2.1043448,6.2353854
C13770,0.18578732,6.6222157,7.668663
C11199,6.2656693,5.9419646,9.374147
C18700,3.9017262,11.639236,5.203168
C12297,-0.11847109,4.5409803,4.9576583
C14488,4.4429245,7.6412063,6.4129324
C13749,4.5285,8.94625,5.685486
C15155,3.5195591,7.405462,7.649321
C16804,0.48945537,4.860522,5.9825897
C18980,5.2602487,8.894806,5.6556206
C15970,3.1963978,8.0678835,7.942418
C10619,2.4741426,5.759912,5.361722
C19073,2.940825,2.0696611,9.8404455
C15912,2.5554821,7.5062156,7.6722903
C14153,4.183142,3.210001,10.762849
C14541,0.5225188,3.7689452,4.209039
C13115,4.134429,5.7521596,8.24242
C15889,7.159269,6.2525773,6.948333
C18586,7.4839377,7.8414087,7.428361
C15514,2.9093397,7.6781316,6.472527
C12477,3.860335,11.725999,5.1493707
C16681,5.1502213,8.919498,5.593416
C15337,2.9299421,1.9918182,9.760943
C17499,1.8711911,2.4192607,9.794028
C19166,3.4895413,2.8603265,10.719415
C14539,7.3677588,5.808432,6.8713326
C13408,2.2965767,6.9523497,7.9792852
C10994,4.1063075,6.6745872,7.964619
C13756,-0.24518456,4.489183,6.786812
C15106,7.721933,5.9335566,7.1611247
C16627,3.5464401,5.6112,6.6442213
C14844,-0.12965176,6.1537237,8.553905
C11799,0.391881,6.009813,6.725222
C10966,2.7134998,7.000877,7.019217
C14759,7.0564723,7.2724648,6.770655
C19007,2.7444036,8.140726,6.791887
C16977,2.798619,2.0813622,9.84334
C16494,3.7281513,7.736317,7.530198
C11091,5.137207,8.382752,5.27482
C15560,4.2508526,7.819313,6.8428273
C17224,1.1999869,5.391093,5.798611
C16031,3.3142,7.966187,7.491206
C11825,4.9529753,7.7966523,9.548443
C13035,5.125719,8.482215,6.7666683
C16522,3.59861,7.9438443,7.278827
C15431,3.501866,7.3866596,5.4270663
C13790,0.74158496,4.0151863,4.1742034
C10960,3.2516072,5.8286295,6.130728
C12190,4.0993423,7.6914587,7.3506904
C18097,-0.21264017,4.177372,5.1719537
C18613,5.594699,7.955254,7.824173
C17443,7.719793,6.0070534,7.1576695
C17324,0.26238233,3.4786315,4.501075
C14342,3.4954762,3.2177787,10.604672
C17546,8.058372,6.7603784,7.706907
C16911,3.0816154,5.727658,5.828757
C14518,6.968355,3.781475,5.2659655
C17880,-0.43064228,4.383939,5.963573
C15715,3.8962922,7.2353225,5.9968815
C17957,6.2365828,3.6595523,5.7422304
C15409,5.079932,8.784921,6.389149
C13622,4.0923166,7.832102,8.358938
C18847,3.7245445,6.7054977,7.2413316
C12160,5.5619316,6.89669,9.088124
C13012,0.1377637,5.3037605,6.6794734
C17702,2.8607144,5.9414234,4.588951
C15362,1.640385,5.377499,6.601453
C10505,-0.16991603,4.2405987,7.193033
C15207,7.591087,7.56855,8.052937
C13671,0.6368505,5.9308434,7.90466
C17367,2.871689,8.102457,6.4426947
C10475,3.8996484,7.040506,6.3199944
C13373,-0.91471726,4.3489394,6.7456613
C11552,7.440912,7.587382,7.9933743
C18138,6.092271,7.4049034,8.877592
C12718,4.869063,8.027594,6.9599857
C14067,4.156821,7.517719,9.167487
C11103,0.13876437,5.814612,7.459546
C17465,7.4599295,7.497793,7.8983254
C10341,0.709212,5.459149,5.3213024
C17711,5.9928102,5.955441,9.443536
C12952,5.879187,7.8296185,8.479904
C12573,3.431081,7.5352216,8.591345
C19024,0.071563676,4.717449,6.994392
C14449,4.007599,2.8827236,6.1308203
C13092,2.967323,6.0498166,4.9542246
C10775,3.6784098,8.818274,6.8911233
C13723,5.196118,8.689486,6.9179173
C11205,0.4592711,5.2102423,6.4508834
C13116,0.41852668,5.0932913,7.8645597
C15274,4.0864654,7.1767635,8.683982
C11367,4.1318445,5.871503,8.029738
C15503,4.139303,9.214951,6.650167
C12681,0.9184933,6.2056656,6.2221313
C17103,-0.91515464,4.587026,7.9378185
C18995,7.7021313,7.698582,7.1459413
C17165,4.039089,5.3149633,7.756443
C19158,1.2744342,2.8412411,10.267896
C16315,1.2172258,3.2823215,9.778815
C14544,2.9888387,6.2139564,5.1834593
C14275,4.4437947,2.757538,6.3548064
C13389,3.4965148,5.4808054,4.9260178
C14285,3.9578009,5.7431064,8.266426
C11166,5.542449,2.1770818,5.9593544
C13596,0.4282509,5.624139,7.0379567
C12279,0.12102955,6.512836,8.443372
C13142,4.9110947,8.37113,5.227346
C16794,4.217632,7.042549,7.1270885
C11186,0.49057817,7.0849347,7.7874784
C11796,3.6601498,7.1638393,4.5541835
C18606,7.013917,7.8564715,6.4249644
C14460,2.2652454,2.4360888,9.502769
C16147,3.4637306,6.262155,8.122121
C13222,4.515321,7.7352037,6.744376
C11542,0.4045363,5.710683,8.884711
C10691,4.2850924,7.771924,8.0813465
C14272,5.1761503,8.750154,5.85546
C10872,0.9786469,3.6364477,9.825625
C12187,0.5442978,3.8813257,5.8245573
C15713,-0.3717428,5.1189947,8.405956
C13942,0.3296264,3.9045079,5.8858232
C18236,1.3595362,2.6875997,10.223043
C14985,0.7985483,5.5737176,6.4244065
C16048,7.3771152,5.8677588,6.87335
C10864,3.8623612,7.013697,4.9979625
C16980,-0.028441262,5.642722,7.427823
C11581,6.324843,2.9893892,6.509271
C16105,6.517901,3.9046504,5.832869
C18317,3.6447227,5.599364,7.5184426
C19061,2.2502985,2.4271412,9.613402
C18452,2.373341,5.8434634,4.5195894
C15275,3.183489,5.8899326,6.167417
C13167,-0.52156204,4.4222636,6.384106
C17063,0.6287336,3.8688772,5.910976
C16658,5.124353,7.0822115,8.811993
C15811,0.8566122,4.7855973,5.645008
C12651,0.06749587,6.06331,8.097337
C15368,4.0853844,7.1435676,8.83411
C11877,2.8357904,7.687331,8.815251
C12783,-0.025462227,5.5751796,7.0358553
C14207,0.38227838,5.7311935,9.021431
C10564,3.7995484,8.792757,6.923102
C10626,-0.611727,4.551564,6.455924
C13039,4.4232163,2.8095152,6.8943086
C13525,3.5731936,3.5040312,10.403193
C18258,-0.535193,5.2555246,7.1690016
C16505,-0.27692226,5.1289353,7.007804
C15298,5.1016817,7.707842,9.510068
C13497,-0.49006876,5.500443,8.809432
C17690,0.055745307,6.3148866,8.414317
C16959,1.7547461,4.937804,5.333059
C18697,3.0701513,5.8009167,5.521909
C13181,2.4835706,5.8822603,4.912214
C15090,5.3382144,9.052668,5.698229
C17437,7.4749246,7.359241,7.854271
C17079,7.8279977,7.6183925,7.9027653
C10426,4.940476,6.7505455,8.647925
C17941,-0.5183946,5.2923045,8.802572
C11609,5.4619293,8.813942,5.638851
C17344,5.7633314,7.8403835,8.038004
C10770,0.883344,3.7523623,9.857315
C16059,0.28887656,5.6659317,7.3768983
C13578,0.56406766,5.7977505,8.400422
C14393,4.600385,2.7767818,6.114976
C13856,-0.3370064,5.940182,7.9169574
C12493,4.0511994,7.541882,7.375028
C18229,0.16415298,4.7604246,5.1815014
C14885,0.43783006,7.0431385,8.232497
C15600,5.9778132,6.337578,9.590612
C16308,5.836545,1.6614636,6.149286
C17268,-0.19033365,4.3106017,5.061494
C13235,3.851671,11.756948,5.1316996
C15041,3.1501331,7.0507307,8.442105
C11478,3.9274929,11.563764,5.2463746
C13648,0.50941443,6.2418175,6.670739
C13423,0.6499666,4.005611,4.2450438
C15572,4.609413,5.477469,5.602756
C18953,3.4310658,5.7555923,6.7511506
C17223,4.009573,8.28832,5.2835774
C10629,3.3213658,6.0207872,7.538771
C10257,0.5206,5.7681723,9.031717
C13232,3.9462047,7.140259,5.433944
C14133,5.7579393,6.9866467,9.385279
C12081,3.318084,8.001056,7.6447954
C16981,3.846565,2.6868677,10.661187
C10274,2.9450126,7.707686,8.806998
C17563,-0.6893979,4.8016806,8.388648
C10256,5.3304005,9.044991,5.676905
C10463,5.6618977,2.3420155,7.2214184
C10883,0.2946403,5.078407,4.525984
C13448,2.7954278,7.1085267,8.245092
C16498,4.892799,7.229522,8.263938
C17973,7.936932,7.202492,7.8293366
C10206,-0.24210641,6.1042047,8.322879
C10556,3.9481642,7.0214753,5.1432514
C12374,4.643335,9.019581,5.7585993
C17452,-0.050817944,4.840766,6.145705
C18663,4.154012,2.552276,6.0821853
C15210,3.8649712,2.6828732,10.596126
C10473,7.2052846,6.493033,7.0644174
C15330,6.1648617,3.7622783,5.6983695
C19014,8.018119,7.2009974,7.8220763
C17887,1.1358714,2.971471,10.226563
C13727,0.91526276,5.1201253,7.7496257
C19093,2.9585197,2.1268282,9.913311
C15026,3.9462326,7.6564126,4.681498
C15975,3.6319242,8.011093,7.6943717
C13114,7.0520697,7.9011564,6.451736
C11610,-0.5634386,5.1457553,7.014878
C19152,2.9583278,2.2585287,10.086892
C17402,5.3160076,3.1402059,5.7501574
C11668,4.7791567,8.346404,6.7631083
C18827,5.4465184,2.566523,6.174044
C19058,3.5432131,3.3313715,10.552319
C11835,4.268694,7.7984667,8.135585
C15687,4.7002344,8.328206,7.872628
C16690,4.042994,7.3262877,9.086336
C15162,3.9438183,2.8276227,10.835191
C10226,5.6886873,2.3492768,7.112831
C11040,6.0215955,5.9463067,9.406
C16861,0.8000086,4.314906,4.4164906
C14818,0.3406576,3.5159338,4.442964
C17460,3.9246724,11.579931,5.24106
C12968,0.553522,4.1936235,6.037941
C16776,0.45452994,3.899496,5.4068084
C15846,-0.73861,4.0428967,5.698297
C11469,6.0250134,3.354998,5.9144125
C13554,-0.87725544,4.53049,6.8888803
C10702,4.8212724,8.391913,7.4130177
C16798,2.6524608,5.8760796,4.725262
C12590,0.06400059,6.293734,8.762946
C10238,4.8691363,8.2282095,9.019584
C17108,5.878832,2.292882,6.401823
C18666,0.24056433,6.2573824,8.145515
C16524,4.3761096,8.863473,6.902508
C15361,3.1289268,5.801363,6.0885572
C18477,5.9235315,6.350182,9.652917
C16394,3.9026787,7.828923,4.8512917
C17010,-0.44940743,5.3008833,8.767693
C17507,8.049685,5.7700977,7.6492825
C15289,0.23801796,4.5841923,7.0391254
C11788,-0.553849,4.290391,5.9714046
C15018,6.624707,3.8929968,5.896931
C15828,7.00752,4.725889,7.7930684
C11446,0.18817186,4.655177,7.368715
C13632,0.2047063,6.4347034,7.2934084
C17348,5.2220383,8.652148,7.075217
C16076,5.550228,2.1217043,6.2456284
C13180,0.65241754,5.4105253,4.1698403
C11980,4.9006314,8.273427,6.863275
C15456,4.1579795,3.128604,10.800247
C15676,3.7587595,5.626231,7.5427475
C11578,2.644029,7.588088,7.584996
C18308,0.9665888,6.499106,8.508919
C17846,3.0129318,5.763058,5.7518826
C16869,1.1224202,6.7915454,8.547691
C18238,2.7980468,5.888845,7.121994
C10101,3.3756921,5.9184337,7.395962
C18503,-0.9181892,4.344855,6.762187
C19072,1.3589877,2.6810317,9.656235
C18194,6.6973004,4.0328374,5.712671
C16811,1.5803938,5.36833,6.605804
C18899,4.3926854,7.690639,8.907569
C14116,1.1447445,5.828459,6.0047917
C18962,4.2820773,7.148892,6.642056
C18450,2.5950696,2.2347906,10.055507
C12231,4.2449136,8.205301,9.229138
C11052,1.5070384,2.8667428,9.787475
C11893,0.37446353,6.3834295,8.356804
C18895,2.8816283,5.934182,4.401841
C13990,1.2123278,5.9209623,6.0930643
C10361,1.1542753,5.9486094,6.08472
C13018,7.2704916,7.494025,7.633936
C18975,3.0843508,7.928898,8.660543
C19107,3.1438792,3.212043,10.517952
C14714,6.865681,7.066227,7.882263
C15656,-0.7355572,4.05596,5.7083893
C14445,0.39936045,3.5243783,4.2754574
C16438,7.33664,3.353259,4.9220214
C17227,6.4588714,3.3088336,6.4877896
C18454,6.512537,4.014833,5.7334657
C18486,0.39270058,4.904347,8.038524
C13432,1.0284957,4.9466667,5.465346
C11219,0.46270952,4.322003,6.8495007
C15301,5.0251966,7.612788,9.604929
C10769,-0.84666353,4.73326,8.027074
C10186,4.828883,8.323289,7.766338
C11153,3.656796,5.277966,4.8216124
C15967,5.4012265,6.8875403,9.175662
C10360,7.5600863,6.862098,7.3766584
C17965,3.996401,7.3270106,4.4531755
C13236,3.9302173,6.2208257,8.29306
C17363,0.040272586,4.062281,6.2375646
C13892,0.4127499,3.6385102,4.559869
C13427,5.4101353,8.835504,5.6683083
C15822,7.995311,7.238878,7.8790946
C10085,4.885153,2.4343288,6.7216887
C19180,1.7534356,2.51806,10.223342
C11867,2.3895524,5.4475136,4.9988513
C13072,4.9121795,4.2545176,5.393947
C10862,-0.6359801,4.26948,5.903858
C11460,2.9372697,6.352618,7.239615
C17496,2.8812687,5.9196544,4.4221015
C15513,2.9810653,8.262735,6.813898
C12324,-0.64117104,4.737678,7.7594666
C14217,1.0676,5.084334,5.402996
C11778,3.7559495,5.822804,7.6481895
C11613,3.7201424,6.445045,5.5500293
C18927,0.29941168,4.084959,6.879868
C12217,3.9702098,5.7144814,8.20036
C12020,0.83304787,6.6918654,8.536189
C14757,7.026456,6.720371,6.611594
C18583,2.9349556,5.991777,4.656615
C17116,0.35749888,3.4817936,4.312581
C14694,0.3571169,5.1721935,4.464698
C17302,0.1130275,4.0527544,6.2873597
C10737,0.5566086,6.121444,8.43917
C12065,0.77363956,4.151518,4.235355
C12069,1.2493135,5.966262,6.1184735
C11806,6.7759714,7.2524867,7.7239757
C16758,5.9161773,6.0143743,9.4764
C16384,-0.4141554,4.6972938,8.571554
C17575,5.565719,2.184046,5.9670978
C12375,3.8036087,2.728061,5.988694
C14335,1.6188989,5.366132,6.610781
C17919,-0.90620315,4.550113,7.834972
C15414,5.9754534,6.421926,9.274617
C16572,0.50776637,5.291316,6.881263
C15213,5.0792403,8.632084,6.5270667
C11179,3.6742926,7.64917,5.3495207
C14662,4.190427,8.643266,5.45223
C13299,4.805325,3.389375,5.6807213
C12787,5.5830946,6.8756223,9.463968
C18451,6.546536,3.399466,6.6444445
C17734,4.7959447,9.00372,5.692347
C14748,-0.74770147,4.584868,7.5194316
C11254,5.5384684,1.9422996,6.0128465
C10178,5.759306,2.270915,7.1187606
C16948,2.3614821,5.805427,4.7073927
C14138,0.39869764,3.722777,4.7723727
C11375,0.12463583,6.234861,7.309234
C13378,7.0603223,7.085854,7.8435254
C13840,3.6067348,7.9968114,8.165257
C17264,6.2993703,5.815043,9.086175
C17967,0.09424438,4.671554,6.066336
C18400,-0.35643485,5.5338793,8.912754
C13390,4.3377585,2.2550392,6.058582
C12085,3.7323732,5.623539,7.639299
C16578,5.303861,8.749254,5.725498
C18726,4.068888,3.3624723,10.64486
C16318,4.0519423,7.701106,7.2557983
C13845,0.47763282,3.6467278,4.181544
C14979,4.4318304,7.8984456,7.3894844
C12652,3.8430095,7.564839,4.6711507
C15589,2.8287203,7.656241,6.5497627
C10557,2.5016997,8.064683,6.6690555
C16844,3.3288448,5.71045,7.474876
C15386,4.9529295,8.317615,6.6971974
C15426,2.96552,3.0822425,10.354172
C10068,2.852342,6.0276575,5.560047
C11804,3.501369,3.7331834,10.141706
C12806,3.8167872,7.8940635,8.43653
C10366,5.769027,2.2251601,6.9858
C17483,4.772336,8.350227,7.572279
C12164,1.9858474,5.107913,5.232045
C12703,7.450998,7.639578,8.039302
C19174,2.7854621,3.170152,10.574115
C16262,7.3144484,7.334718,7.962506
C11671,4.1541896,7.201064,8.9549675
C10491,3.9280488,7.821864,7.770491
C13964,3.2504966,6.093131,7.749458
C12295,4.5242977,7.1249504,8.527861
C14571,3.6501672,7.396106,5.1485767
C17896,4.1307216,7.622914,4.652144
C17362,3.6560583,5.31599,4.8870306
C18198,0.74892133,3.9981155,6.252118
C10899,0.58628887,5.3728557,4.184707
C19046,4.2440515,3.2498984,10.79418
C10334,4.0324187,5.4966908,5.379259
C17059,5.398218,8.978731,5.99319
C14239,0.8812035,5.990146,5.9929996
C12133,4.3128386,8.287856,9.310088
C12260,1.0016302,2.9131608,9.617812
C16531,5.817367,2.2001586,6.9315324
C15793,2.9115367,3.2327068,10.579344
C18564,5.578992,1.8123544,6.0100164
C14898,7.1360393,5.6860733,7.334069
C14292,4.1425867,7.7029366,7.3110576
C11110,4.426777,2.2936008,6.01502
C12951,0.33730468,6.844246,7.6359973
C15571,2.7600102,5.8150973,7.0753593
C16286,-0.13066335,4.5373096,6.035665
C16767,-0.056150395,4.514238,8.688075
C13166,-0.6050165,4.318236,6.7580123
C14161,-0.39139938,4.9765153,6.690357
C15135,0.786184,5.7108746,5.5412407
C15570,5.407491,2.0658712,6.7445993
C10077,1.9780921,5.1676297,5.2515116
C16509,4.162093,7.5082726,9.208668
C14795,4.0325365,7.850473,8.746674
C15236,-0.945851,4.401883,6.975311
C14088,4.74713,7.6962,6.525916
C11843,-0.13697077,4.4779816,4.997993
C18553,4.9782667,2.0154426,6.080208
C17926,0.2770587,4.021489,5.710104
C16263,2.2138,2.378566,9.770319
C17400,3.2037625,5.747059,5.7348137
C11685,0.36196798,6.3462625,9.119308
C18235,2.0322769,2.1749995,9.720699
C14018,0.5761214,5.6471267,9.028244
C13445,4.8100524,2.899093,5.9040647
C18310,6.3925085,3.654589,5.9649525
C17457,5.50379,2.4654593,5.9327855
C11263,7.973256,4.7460704,8.075518
C15668,2.3540895,8.077391,6.8289127
C12244,5.7269692,7.03237,9.3768835
C11726,3.509897,3.0137246,10.72375
C12028,0.36996442,3.4900618,4.2831907
C17189,3.8003907,8.772815,6.5348067
C16197,5.8843822,7.2035866,9.125003
C16896,4.415928,8.790942,5.5436945
C14353,5.594813,7.3096123,9.337036
C17270,5.0334625,7.2985573,8.372854
C19040,3.7528863,3.4240158,10.562033
C19110,1.249365,2.9002428,10.176483
C10183,-0.70977396,5.132925,8.213335
C10138,6.471034,3.9508824,5.62363
C15467,3.812015,5.555026,5.6987877
C14791,0.93379927,5.9709935,5.9493628
C15393,2.4935036,3.1819904,10.530319
C10001,4.848255,3.6081161,5.551067
C14432,3.0795014,6.4800406,7.3099623
C17975,0.37552917,7.0515265,8.171502
C17372,1.9730073,7.8208766,7.193657
C13006,3.0036266,6.237231,4.969189
C15646,3.9173899,6.1004176,7.684429
C17154,0.8624449,5.579092,6.999767
C18701,0.02904222,4.142862,7.090628
C13238,2.4039066,5.785954,4.7254
C13792,4.0144587,6.220558,7.845577
C18840,5.2821784,9.069359,5.64335
C15200,7.1667595,7.8432693,6.662432
C17513,5.3311596,8.990831,6.207658
C11713,-0.21789427,5.0107064,6.2448263
C10423,0.40609285,4.711324,7.4562583
C16312,2.8890674,7.683906,7.690874
C17289,2.9969895,2.2476974,10.043738
C11062,3.8374045,11.775576,5.121266
C10163,0.5261865,5.273097,4.281178
C10402,7.5934978,7.7803054,7.212806
C11724,2.4210014,7.305943,7.2929506
C16750,5.6128173,2.6698825,6.0176373
C18264,4.2791734,8.6644125,5.4376607
C15348,4.064862,2.950879,10.832512
C17267,5.5642557,1.746067,6.107298
C14196,-0.08994903,4.197275,5.0848446
C10739,4.7578387,7.759017,9.10933
C15177,-0.21194452,4.3913136,7.1797457
C10533,7.4627185,6.9952154,7.2549787
C11096,5.909133,7.345294,9.005821
C14935,3.0359356,5.7617316,5.2988777
C19047,2.2591996,2.44555,9.495451
C18615,8.000282,5.9447894,7.606388
C15550,4.12014,8.08813,8.022959
C17674,2.9470654,5.842674,5.275439
C13579,-0.07703977,4.44673,5.021246
C13839,0.37617368,6.321655,9.144277
C12088,4.436495,7.9951677,9.095997
C15316,0.87078863,3.6033912,10.02992
C15753,5.758056,6.983402,9.3629055
C12839,3.6682553,7.3692045,8.5241585
C17194,0.66739815,4.283687,5.1193805
C13496,5.241041,8.7555485,5.5336905
C13502,4.215295,5.3366656,5.174872
C13106,3.678231,6.776584,5.5492225
C16295,0.5689785,5.6182356,6.9726405
C15870,-0.6324757,4.925232,8.438433
C14022,0.6974142,3.957888,4.1843004
C16856,-0.07124765,4.7798758,6.3604455
C11564,0.596156,4.969563,6.8427296
C18109,5.376974,9.035224,5.9184766
C14814,-0.5291274,5.216062,7.1870174
C15777,4.5561075,8.832381,5.6265945
C10823,5.9021945,2.2058449,6.712467
C15407,4.8376794,8.2331085,9.030345
C14117,5.634248,7.7423396,8.031199
C12807,1.311146,7.2906795,7.588926
C13889,-0.8254029,4.944672,8.319184
C10260,4.5164514,9.140551,5.8616905
C15473,5.9087768,1.5070349,6.059963
C13044,2.9167483,6.894846,6.308389
C14959,3.9537847,5.4811707,5.7446847
C11755,0.9131577,6.283254,6.2004137
C17444,3.2002559,5.731562,5.8565483
C16917,-0.22881366,4.269643,5.081925
C12775,4.127654,7.478197,8.390891
C11277,4.919007,4.353615,5.414079
C17478,4.5115643,9.069203,6.70794
C15852,5.681753,6.9553246,9.296036
C18710,5.6189137,1.6475152,6.011463
C16190,4.532964,2.35444,6.034294
C19085,1.6345664,2.5863757,10.06055
C12646,-0.89477456,4.36829,6.9683013
C13399,0.7320529,5.4948454,5.3595104
C13297,0.5597055,6.432697,7.617969
C17886,5.782437,7.1669016,9.227422
C18047,7.37282,3.4083636,4.8904586
C14340,7.445024,5.8596497,6.8897023
C17342,5.521318,8.859912,5.7178087
C13860,0.19003324,6.1697555,9.010474
C18126,7.622615,7.787323,7.258568
C16400,5.486518,1.8286867,5.9767923
C13507,4.019136,5.679185,8.223599
C18881,4.17529,2.4533205,6.0199766
C14659,7.0780807,4.6971946,7.7739143
C13473,4.4641623,8.957464,5.8534603
C10636,1.2756786,5.222788,6.2541723
